Age,MonthlyIncome,YearsWithCompany,ContractType,UsageHours,CustomerSatisfaction,NumComplaints,NumProducts,LoyaltyScore,LastActivityDays,Retention
27,6138,10,0,27.380430434254023,8.753262677194803,3,1,58.186209750267516,335,0
58,4091,5,0,19.70476125460329,5.380053432071891,1,4,80.45506625378293,278,0
50,9963,6,0,1.824277998096158,6.374544440078217,3,5,29.757715816669656,360,0
30,5656,17,1,41.08840695953657,3.102410486301836,1,1,2.3749191734632715,167,1
52,4577,6,1,46.625136546221555,3.5684365112342107,0,4,63.91336805579304,343,0
68,7297,12,0,38.17953366870885,7.258310057324732,1,1,15.682251143164887,242,1
49,2538,29,1,47.881565470797504,9.997738736920825,2,3,78.43806990831351,87,0
28,3867,9,0,29.286262540435924,9.075219198547597,2,4,19.08041587449383,103,0
65,4549,22,1,43.318073286132204,7.954566828923596,0,3,44.72187387248835,105,1
55,7527,27,1,26.632910227595634,2.422329544822414,3,5,52.23618980789112,277,0
41,9995,5,0,37.409970708939746,8.25464471927111,1,1,95.90499745593691,181,0
52,5776,2,0,17.20245638010089,7.865444702547947,4,5,84.92417807136717,6,0
36,1178,23,1,27.914503397988476,1.8277442609167296,2,5,98.09126298909224,251,0
23,9806,0,0,30.01666558843782,3.1068654486863014,3,3,18.929881666821604,122,1
57,2754,23,0,45.95154505132272,4.1114908000928345,1,4,97.18100221803851,184,0
62,8695,27,1,11.112025221919266,6.835052566339167,3,1,8.213528552869747,312,0
61,9238,15,0,48.14357870654163,3.769137224687494,0,1,49.10244234965706,168,1
59,9015,27,1,45.998991946932954,2.055204859538362,2,5,46.047565648039686,323,1
52,7701,22,1,18.82471415430507,1.4012462059651105,1,3,3.9279616754940703,112,0
21,7326,1,1,8.229631962735668,7.046064594741348,2,5,58.943999550055736,302,0
50,7497,16,0,20.488903358360513,2.704262337628375,2,4,14.113598928710065,237,0
30,3534,23,0,27.470998717696013,8.711905529887552,1,5,67.09769131847168,81,0
53,9407,19,0,28.844768355501444,9.842702736178111,1,2,23.600430951345476,161,0
60,3939,26,0,48.802006017958014,4.080245170291873,3,3,28.96699681436753,122,0
36,6765,28,1,16.986143623359197,9.245019564160641,4,4,73.54932761653774,124,1
60,3899,27,1,7.619985915565804,6.649419931311104,3,1,8.178445931383036,203,0
29,3876,13,0,14.72469272781844,4.941832693336973,4,1,61.5438324475656,224,0
28,2007,9,0,3.6719165037176165,1.3893494615163142,0,1,32.531782407978454,215,0
23,5829,27,0,41.6053742165924,4.543503404089378,0,4,27.469794210765006,62,0
29,7464,25,0,33.92492204650773,8.576854713562277,4,1,1.224831817368047,275,0
44,9057,8,0,24.555937477908888,8.237229512016537,2,3,80.97654907601408,349,1
58,3159,11,0,16.709433567815566,9.724031641578001,1,4,68.87729514253085,95,0
42,4184,10,1,23.275439237947847,7.517414706910591,2,4,40.697972411577396,75,0
59,9565,15,1,49.867930636175295,6.803203729668047,3,1,75.62592954355902,250,0
20,2286,3,0,2.0107064155819523,6.415505680924438,0,4,72.93456766333361,134,0
20,9559,28,1,6.553132373581867,2.2628356216534184,2,5,48.184353021490864,326,0
37,5473,26,0,12.628568592613219,1.458534836516257,2,2,38.71002799516493,201,1
45,5920,28,0,40.86962603694211,5.08279041568437,3,5,9.541455012964235,344,0
40,4925,27,1,10.256763505920631,8.984639651623713,3,4,17.978092933410768,125,0
65,5769,26,1,49.21451080804712,9.584078051403932,4,2,37.98064675836515,46,0
20,4116,10,1,3.5290319548377633,9.274934755219519,2,4,8.332388603313033,53,0
59,2294,12,0,34.72223978799506,2.8820113886636123,1,1,29.432770500022865,100,0
41,4976,7,0,13.99775901357021,6.7899026579399475,3,4,69.27825405247958,344,1
60,7865,23,1,46.56997756828801,8.803824275193943,4,1,83.45903172695446,215,0
57,7390,16,1,12.91480669468889,1.0701281673031076,1,3,56.44268820854265,1,1
23,1173,20,0,46.891439885837755,1.967888910867433,2,5,15.100298091764884,121,1
37,8325,10,0,11.660946335163766,9.27926491997052,1,1,75.2991293475624,144,0
28,8818,3,1,23.37425237532596,9.721917461375806,2,5,86.19111224773957,334,0
49,5981,19,1,9.47231111649404,1.0347870208325323,1,1,60.76096793977372,179,1
44,4834,24,1,7.300498566303342,3.8896207971023777,1,3,58.53201175980094,357,0
38,3429,11,0,17.844094511204062,8.318668733633935,0,1,84.70358895754732,103,0
61,7567,26,0,9.072695818105062,1.6991102148732309,0,1,72.066543518304,109,0
65,9005,11,1,21.928750772477684,5.31269706193922,4,2,4.955876142066564,282,1
67,8789,18,1,19.499297458414073,9.51689537304242,0,5,80.77058643028452,354,0
30,8462,23,0,24.27522158668782,6.854635244218406,3,4,30.46870546667102,275,1
39,9884,27,0,37.73052694958887,9.190190709559285,3,3,25.387263312675394,68,1
52,1873,24,1,37.628966613184,7.154467199017663,0,1,60.07708945571306,158,1
64,4096,23,1,47.63417599361738,9.955159670076052,4,3,50.203793997396225,241,0
39,9949,19,1,5.363778725834189,2.6177889925911844,3,2,47.34328163906273,343,1
45,4624,17,1,15.45346712279892,1.1002647245116943,4,2,11.445629225435875,21,1
38,6553,9,0,17.2449796762496,2.3073117014843807,0,1,48.78833265825727,38,0
63,2565,6,1,24.611692957860498,5.742847944958168,2,4,42.82665323929053,144,1
35,4116,18,1,25.14278363572702,3.8303381935556797,3,4,4.7936236865724595,267,1
48,9500,5,1,41.29554753280531,1.9198719199113339,0,4,80.23585079577227,65,0
63,9345,18,0,28.510196535165782,1.5372023491793332,3,4,5.664981115190996,17,0
54,2163,19,1,36.91476965998173,1.2152429661478834,1,5,26.13161148172292,236,0
38,3816,17,0,28.9467746711642,1.9052023439028378,4,3,80.28436375488742,55,0
31,9576,11,0,13.04781899733288,7.429686460349956,4,5,64.45674583201884,249,0
42,3795,10,1,49.67441082591121,8.139967477883165,2,3,85.11378026877928,322,1
44,2056,14,1,38.97131895586506,7.846046042593037,3,2,71.19602472743108,13,0
57,8345,4,0,21.944721913162713,6.20421543473455,4,2,85.90742805066085,353,0
40,5076,9,0,28.10169013874314,5.67956843000933,3,4,97.22482151595203,274,0
48,4774,22,0,22.325257462329848,9.998411118156975,0,2,96.46068373192917,184,0
64,2459,17,0,2.1324792781083044,9.097818875063034,2,3,26.851155008713537,339,1
46,9133,20,0,5.708988371990538,3.8218845176471916,1,5,97.26675611398909,93,0
64,1005,21,1,3.9990137920977253,3.0992111240325353,1,3,66.51901056142988,62,0
47,5786,14,1,17.75984465640683,4.3091414463110045,4,5,8.637412632171964,269,0
68,7938,21,0,44.15828096086175,5.545475985823096,1,5,54.69770348991777,348,0
43,9168,12,0,29.31435938027381,3.521684755944752,2,4,50.74710638723416,42,0
37,9109,1,0,17.205052734408877,5.822368287062005,3,2,57.980208108963915,67,0
55,4829,29,1,30.851512157687853,5.791254865170172,1,2,17.717242818919726,317,1
36,8034,1,0,12.152976416490926,3.3333450169791456,1,1,44.668888271404164,34,0
44,6350,17,1,14.992082652176322,1.686163432792499,3,5,63.30599765349788,282,1
42,6520,2,0,33.72920513893072,5.13426567615923,3,1,97.305808868181,116,0
57,7870,15,0,11.048842550233525,5.1503856608586585,2,2,45.86797454464986,323,0
55,5880,1,1,34.77374781658865,1.1548349864019616,1,3,52.444681239936386,170,0
69,9808,8,0,41.91665349233815,7.580534374261812,3,3,38.110250677751964,77,0
40,3070,9,1,7.25986065874101,4.274800223833777,3,4,13.783319523240136,215,0
46,7950,4,1,9.174940013221214,6.113585713268746,0,4,31.423878618726615,348,0
32,1160,24,0,18.458797568209015,1.123180776507509,3,2,24.72808798869332,336,1
20,5178,23,1,4.592388531522768,1.877643227007848,0,5,65.23459585886668,266,0
27,1167,20,1,28.0701964178611,3.8947187524588616,2,5,53.81113921746097,5,0
32,4912,12,1,36.59644968744948,9.700853657173768,3,3,63.03962852427184,260,0
33,3702,6,1,14.888817434224972,9.036015870457096,0,3,56.266529363855255,128,1
34,3602,27,1,37.75881837349637,9.796721689576303,0,2,54.31500176897144,262,0
36,5439,1,0,19.11631804790255,4.947290034547132,4,5,75.80372522276878,83,1
28,5107,25,1,25.66380702781298,1.21005648250887,4,3,80.09719632269484,172,1
65,4605,9,1,19.89348205516646,4.872877048021287,1,1,96.2592747459804,173,0
22,1449,6,0,43.32305189827819,4.891754978955703,4,5,84.69851863604137,251,0
22,5669,4,1,42.88458002400259,9.799808629185215,4,4,16.71777726472496,247,0
31,5027,5,0,46.1087201681878,2.049174271047967,0,5,41.54407267917365,194,0
67,7734,8,1,10.826594476449225,2.009565181666623,3,3,78.30848330596064,75,1
43,3537,7,0,25.5780300037923,4.71174366389326,1,5,9.962035608356022,186,0
25,3709,17,1,36.68942390062853,6.988080993897177,0,1,63.87225235557728,140,0
22,3957,25,0,26.03749529865041,8.365654677618732,0,2,61.06657844182842,94,1
24,3664,21,0,37.36450648697141,6.808847450503251,3,5,34.404756031398804,113,0
33,2789,0,1,25.983419598455797,9.117562347055319,0,5,96.8806661036079,134,0
31,5102,23,0,38.62422972972569,4.175869967118029,0,4,31.600858919114604,275,1
54,4234,14,0,17.363828752672582,7.083089223908665,4,1,72.10493513907937,295,0
58,1318,16,1,24.26161470234285,5.698678156551474,2,5,74.47388921511627,363,0
21,3177,17,1,21.33298288243891,3.2792481262890805,0,5,82.05602324373383,203,1
53,1428,19,1,7.685910517043472,6.3557042500483405,1,3,5.127997062469243,92,0
65,1900,25,0,46.62668692758045,7.543443748379248,3,3,34.38622165875195,359,0
34,8422,17,1,12.32541466748145,8.927903618174147,3,2,2.776026640540669,215,0
64,1748,29,0,1.5568505272033937,7.162883590599568,4,3,61.997918124110875,131,0
53,7144,4,1,34.57188305959518,7.197456787942012,0,5,79.61297297267541,249,0
23,5872,26,1,17.006174525665212,1.7177725873225582,1,2,99.09907497012541,148,0
33,5289,6,0,18.90084124804766,4.226934539135271,2,4,76.32209083037355,58,1
46,8531,22,0,47.38097196235923,5.744980822778267,1,2,25.177438421612358,185,0
53,2027,25,1,48.990297333675606,6.569973347731276,2,4,25.290330500767677,361,1
55,2140,4,0,4.058452268491279,4.771116127904829,4,5,87.0843194709526,351,0
54,9100,13,1,2.9839351474958047,9.191653483554433,4,2,85.26291712455746,221,0
65,9429,2,0,37.83806464844506,2.224492357927807,0,2,40.461082682577384,164,0
65,5825,20,1,47.777896833095824,7.896976188714146,1,5,97.84978156257158,351,0
27,5553,12,0,10.397304655398443,5.407544996087568,1,1,53.208462263031485,207,0
58,2754,3,0,47.55000291596914,1.5296083039471862,2,5,83.42790005487413,303,0
53,7992,21,0,11.043947422945893,3.2167602573258645,2,1,13.477592994807186,76,1
46,2610,16,1,35.75092639961045,2.517239304003742,4,5,99.88181246172226,309,1
31,5439,0,0,3.9642180230571533,1.3660739902102552,4,5,27.355719961001462,97,1
21,5758,12,0,14.004136927463872,6.614218517388147,2,5,50.36798357995327,309,0
61,7519,7,0,19.887650170773732,5.543544261261412,2,4,50.98147027894015,304,0
59,1245,5,1,30.268637478740043,7.627219114527513,2,5,94.98873954891863,53,0
53,7842,13,0,45.44240575671791,2.5140194398407916,4,4,74.94524790502102,183,0
67,8058,8,1,41.943510995313375,9.627484639508442,3,4,48.26346376802007,6,0
62,2556,25,0,20.837185092255552,3.2457631252614956,4,1,34.428862936114214,83,0
30,2557,11,0,26.89212165151378,7.9953514004243615,2,1,29.041199963310092,125,0
63,3222,27,1,34.33631315150781,9.840447350277806,3,5,47.16779457950199,304,0
35,3332,0,0,2.784383016687746,2.2897231571801844,0,4,98.42787036348211,348,0
50,9496,14,1,23.122470795574806,2.1854814362237396,1,1,38.87154900370278,56,1
38,9984,6,0,32.994045360118385,6.754581429665238,1,3,85.56778484424656,110,0
33,9598,16,0,47.63594724686936,9.683750024409115,2,3,73.5678436669633,94,0
32,3966,11,0,40.882256703283076,2.542323247170372,3,4,25.408066399020534,256,0
22,5002,22,0,9.211353820892894,3.709558646952866,0,3,59.84649056716006,8,1
23,2360,22,0,36.45356911056398,2.971955686279925,1,5,5.561032443798981,96,1
55,1439,28,0,8.512845994538253,6.577033109939253,2,3,53.22195172305963,174,1
20,5353,23,1,22.959703222251356,4.446556466543206,2,3,28.91986639840204,351,1
65,1782,13,0,34.29649640861456,8.013675335765111,0,3,36.08527259383517,161,1
29,3610,12,0,20.43619436568443,5.685707285619177,2,5,81.7542707828858,118,1
53,1233,20,1,32.32288911051893,6.648461163621862,4,2,27.220197054268688,174,0
50,7666,23,0,47.095898502305346,2.2441515484950614,0,1,96.98786363410142,242,0
53,5488,9,1,24.744370902693525,2.833264279625381,0,2,71.66244861996694,349,0
50,9653,28,1,39.42603904245155,9.824134280517434,2,5,27.720243639481556,170,1
48,2751,20,0,9.103904908307392,6.426622849600502,4,4,55.158643293103,343,0
38,1838,24,0,48.024406643236155,8.960963280996095,2,4,75.12930948074627,315,0
44,4209,26,1,33.189523326726835,3.5841121212711284,0,2,66.98834916374625,119,1
44,3784,23,1,35.291009461691196,4.025268663158133,0,2,75.98304847222157,73,0
25,6594,12,0,48.95730886869637,1.5100780503862747,0,1,16.479349712696873,281,0
54,2351,28,0,20.024901247033476,9.101184368823061,4,4,45.70696355833108,138,0
49,1205,29,1,21.663068588873585,2.3178042625503417,0,4,47.01543876008602,43,0
43,2094,26,0,28.797062567867183,3.882959096135151,3,5,83.54429291396546,16,1
19,1184,6,0,19.36330614598208,4.673835271474693,2,4,32.5143180119651,79,1
29,7745,12,1,4.404703495749295,8.364440889711169,3,2,5.513842586462605,173,0
39,7902,6,0,26.878590994697113,6.635754694539909,4,2,63.88452034748208,131,0
34,6502,2,1,3.5431599849792255,1.2170833683729807,4,3,70.12322398331061,273,1
24,7688,5,0,25.325735922583508,4.68789703267442,0,2,70.98839760536868,352,1
60,6778,21,0,5.079135017216654,9.876016145921067,4,3,1.4430682110595603,354,1
21,3729,26,0,40.65813523033159,7.568525297584215,2,4,52.417978275460705,339,0
54,8893,13,0,14.396379652371811,2.964631039493961,1,5,5.605566421568548,39,0
55,1313,20,0,33.94955451307127,9.787358938059121,0,3,14.03156823713212,361,0
49,9419,17,1,32.91876214324424,6.926712760192677,2,5,71.92702790792892,30,1
28,7801,15,1,16.490626655934363,3.8548148617621942,4,5,52.946180623469445,255,1
18,4093,28,0,25.081338386591252,8.850976278351844,0,3,11.378356878067809,82,1
42,5095,25,0,43.114622817218326,1.9654085878202214,2,3,61.804672220542535,284,1
59,3739,6,1,44.56736474985309,2.6082980493186114,1,4,77.26094950506756,153,1
69,1926,4,1,12.940902539085073,2.197606030001735,3,5,3.1613016853270124,240,1
41,4336,29,0,26.274114402166138,6.572077246523501,3,5,5.183108522382624,184,0
60,4121,17,0,29.513790556841865,6.1529435043728,4,1,85.29395047224956,281,0
34,7885,12,1,43.276174998390964,6.766553168627983,1,4,92.5546262029297,352,0
25,8542,29,0,6.633494796557896,6.568822951779938,4,4,38.255718148458094,88,0
62,3355,3,1,11.990981671794204,9.20085209831646,0,3,57.06502372620231,241,0
44,9728,27,0,10.748632276539473,1.9990503407945868,4,2,22.394299741507794,285,0
69,8374,10,1,35.99829819492967,4.828823902465931,1,2,55.88520105667391,346,0
35,5170,16,0,8.09829474784672,2.462242723638649,0,4,8.434560738179119,80,0
44,6772,11,0,22.024605086494102,2.7833386433999463,4,5,76.89694394744632,42,0
39,4399,27,1,46.3947902507805,9.804057912583337,4,5,22.85711227914368,83,0
33,6695,23,1,49.2772993520627,3.725554319005834,3,5,91.8819164341268,118,0
19,7737,4,0,27.19131391595041,8.10826426413851,0,1,26.157034341407915,268,0
22,8929,23,0,49.354109709692985,2.978944153791922,0,2,44.267092621835786,53,1
35,1608,16,0,10.672643503679339,1.4004939491140456,0,5,98.18360104497575,43,1
20,1611,23,0,19.232790168985737,3.4893835083881077,2,5,18.42178896456206,111,0
44,2020,28,0,38.48156690805802,9.227631871965256,4,4,59.73367874881131,355,0
34,1240,4,1,28.252920509993224,2.6406361789010226,0,4,17.123153801366165,152,0
33,3052,22,0,22.893100379161186,9.25781471565383,0,2,77.49624653275667,265,1
23,6334,2,0,47.94788832677206,3.0669657154773082,0,5,82.32542746736259,143,0
68,2602,28,1,15.16737084981818,1.486776860065798,4,3,43.13079473648567,244,0
24,5489,12,1,40.03275389491555,1.266271129909288,3,2,86.24834496637183,30,0
67,1368,18,0,7.036937375795917,3.075210502456993,2,5,19.191190895159497,163,0
31,3076,12,0,43.63193401192517,2.425983069263335,1,3,4.405881597341356,313,0
55,8109,8,1,14.001552787595031,1.1043678563959909,4,3,34.13419323160928,242,0
57,9200,22,0,15.218760303264052,5.834477095243677,3,2,25.190495418805504,155,1
32,4516,26,0,25.064591052870743,5.575985677689053,4,4,92.50184099754715,33,1
64,5429,15,0,4.0144025610968885,6.615610761260636,0,1,30.113973394411907,217,0
64,6045,21,0,4.065484299822309,9.751687846196875,4,3,43.712709281864875,217,1
65,9584,19,0,44.68020327396532,9.416965114398158,0,2,82.9350872202386,337,0
50,2851,20,1,22.7775073351848,1.742353630848792,3,1,1.1762579856162039,201,0
60,6427,14,1,1.1406401209585153,9.712235138510033,3,5,59.748604625380175,159,0
44,9970,7,0,28.006075155660223,6.863265839883455,1,5,98.82886216733903,286,1
46,4431,15,1,28.28368460891343,9.559412143959332,2,3,14.829466158297562,103,0
54,5482,16,1,36.29211949546182,4.018576797153328,4,2,91.68577087240499,131,1
22,7252,17,1,45.55778210315795,5.108229287367813,4,1,60.203208563499096,255,1
46,7482,18,0,40.10807006414832,6.062051283221899,1,4,79.41112380041784,267,0
49,4271,10,1,38.331416876352996,4.583614397428848,3,5,88.6305454145117,182,1
23,4508,4,0,12.843180171237625,2.6676076419257027,0,5,68.55634387805982,194,1
19,7976,12,0,17.4895621033212,8.734171234708992,2,3,27.4106905599631,68,0
23,4892,26,0,41.79823302624972,7.554699872563839,1,1,5.68817151290968,203,0
63,4111,14,1,4.096336671199462,9.648613686978006,2,4,36.052065004808085,223,0
60,5317,23,1,6.5167105135034635,5.579949230041208,4,4,89.1976396079544,94,1
21,2866,4,1,20.42434660612025,5.660679041479141,4,3,55.00453562366632,251,0
46,1926,20,0,22.943903787905754,5.604167877143585,4,5,99.08670994026656,4,0
42,4772,14,1,25.869934435411032,2.6041665330514845,0,1,66.72767702678725,243,1
26,6927,5,1,43.48618656313435,7.984870602199276,3,4,19.640434899401512,241,0
20,3095,24,0,27.291294406694178,4.241216674182623,2,5,82.5663514142883,141,0
43,5695,8,1,4.890159056927818,7.889947814358782,0,1,34.78855566542103,23,0
65,1769,24,1,12.083621664125664,8.576045643158828,1,5,87.37448121888312,210,0
60,7714,14,0,40.206285408696694,3.1173261430053243,3,1,1.8014554703894072,25,1
44,9648,11,0,47.164335504120096,1.3701107477538903,3,3,56.510426673279945,182,1
53,3775,26,1,20.651796546640075,4.341481008701129,2,3,68.46813234272962,357,0
49,6367,26,0,21.118788530509075,9.347589915795153,0,4,99.85374275436763,137,1
18,7433,12,0,47.84716095288037,6.817726436097781,3,4,55.89176910179533,13,0
33,5630,20,0,35.54077194811769,3.411786982037256,4,2,61.34942274692122,236,1
68,8698,5,1,3.7603639663492063,5.990817547289854,4,4,91.55281787492373,330,1
65,6502,6,1,33.27827989100029,9.511985198732992,0,5,9.096617446408164,184,1
28,3971,15,0,30.370351253395672,5.2854786839510774,1,3,87.51281107367963,161,0
43,5400,18,1,5.339239058970783,1.3468137923067074,4,1,29.182268743743084,110,0
57,2642,28,1,18.87128989404366,5.797120842347437,3,5,52.61880912144775,347,0
18,2017,0,0,9.706043531961216,3.7162015646794657,2,5,36.312637499871386,200,0
43,5042,17,1,15.88292755211523,4.4842635131387,3,3,40.84836372006774,231,1
45,2511,3,0,13.526684205507214,9.181909708656221,2,4,90.79978124762964,355,1
26,6617,8,0,26.35279202252381,6.715489646348224,4,5,2.727151509556188,226,0
61,7275,0,1,17.88543087605468,2.6738962571266853,3,3,74.63819522284672,140,0
39,5471,12,1,31.190023940042884,1.6277177237142189,4,4,76.57863165701059,115,0
25,2721,5,0,30.87324721265125,4.140318255733097,4,2,73.3825145934523,352,0
66,1686,19,1,6.65059399769921,9.231222466307287,0,5,96.03573447350304,8,0
59,5466,5,0,44.499982216896974,7.97854337179558,0,3,81.04912490590503,333,0
44,5250,1,0,23.53208030780046,4.347458527075925,1,3,28.18572782965307,354,0
56,7388,17,1,2.6639995881928784,9.402553967623945,4,2,90.12727298869575,360,0
36,4277,29,1,9.255371429125004,8.707592269191032,4,3,47.319422309263,38,0
42,6955,6,1,40.06382990955927,5.139949350153004,1,2,60.870895268574046,282,1
55,4499,4,0,48.56602137451175,2.970683878532559,3,4,57.77813512457635,163,0
38,2444,21,1,42.24160503494405,1.9134174395360808,3,5,75.25065179203331,295,0
41,9279,15,0,38.76702186885327,8.184110694405279,3,4,72.39952096032667,290,1
41,2529,13,1,47.02303906405566,2.7116570779976095,0,5,41.66762997202553,347,0
36,4185,13,0,28.197824470687117,4.1629234191656685,1,2,41.58849809945494,197,0
67,1012,3,0,10.376866261483078,8.760270629079853,0,5,10.243533252779196,288,1
64,6276,13,1,35.82168255999509,8.174715438677921,2,3,93.70048711611248,64,0
19,9511,0,0,6.535618402746708,1.871516759957331,1,4,92.19451187520141,330,1
31,5387,23,1,8.103237804893187,7.920077360614706,2,2,70.12739070705587,16,0
49,5868,0,1,32.45860570691842,9.485949504194945,0,5,6.268435904722509,150,1
59,6596,7,1,11.285419752098134,8.973419119436347,2,2,84.96765426197179,212,0
49,6770,26,0,34.03114326828087,3.9109206954759523,2,2,31.4272728758799,176,0
45,5253,0,0,3.3755207326936447,9.884578187810598,2,2,96.4377021235624,122,1
65,9575,25,0,4.029956012498301,2.077840325284511,1,2,94.37617827013197,324,0
56,7199,25,1,17.29510708263969,8.727089985001776,4,5,90.01910063108794,159,1
57,2096,29,1,41.98254263824909,3.566004413285251,1,3,9.248236462349249,224,0
59,1969,19,1,7.378645701368692,2.694689119151943,2,3,3.504310377792261,21,0
64,7903,5,1,20.468672763656674,9.600523873083622,0,5,72.07045321748664,2,0
57,3520,0,0,47.64840680880428,7.734693621277484,1,2,72.61754292008617,269,1
30,4251,8,0,11.722856034662696,6.298598394820633,4,1,39.613144857188736,342,1
29,1193,22,1,4.482936878882846,4.989775503250672,1,2,93.38980142946004,1,1
25,8551,0,0,24.132573386894194,6.333919499663494,3,1,8.691144272872364,94,0
32,2252,25,1,5.589632465928522,5.0182760352732565,2,4,51.698947424593,183,1
43,1794,17,1,6.112764163896808,7.514910911335428,3,5,41.86532376681399,206,1
29,2626,4,0,11.623393991228177,8.710190465339974,1,1,51.212004878966354,156,0
60,6190,18,1,10.704396991308707,1.0057519085212077,4,4,60.722293147413076,35,0
68,9282,0,0,33.83001751857272,9.820375632888615,2,3,35.66532201432117,290,0
63,8243,4,0,31.081974984244134,4.653384709148921,0,2,92.68973159415111,170,1
44,8364,23,0,45.8912428695743,2.1390387675203577,4,3,51.94505269493777,255,0
35,5172,11,1,46.751619325186816,6.854519223841014,4,2,9.211532938786993,348,0
62,2320,0,1,9.444336811681838,1.1602846425445756,0,5,29.857673483628457,115,0
53,4459,5,1,36.25915779711471,8.147409649881496,3,4,66.1123151662977,262,0
66,3369,16,1,48.33502879871756,9.384012925343367,4,2,35.61970161056569,154,1
68,3468,7,0,31.155591390108686,4.880501076922104,3,3,30.58078000990564,305,0
44,5037,4,0,43.127842837391704,8.793519593330432,0,1,46.78417611978107,338,0
26,1345,2,0,46.592699366715266,1.2242179738202053,2,4,27.675250995884806,193,0
56,2664,27,1,10.982423685011618,5.421069768279743,1,3,28.274409381390004,195,0
18,4873,14,0,47.711773436110384,7.5151198912835815,0,2,87.83390813576328,205,0
24,1649,27,1,38.111387180416926,1.173788096718589,2,2,66.73558251202307,132,0
43,6380,27,0,20.379131430730396,2.933853631207308,1,3,82.3215707526015,141,0
24,8851,23,1,16.712660796226153,9.526445664315586,0,1,5.695591178301244,275,0
69,7292,25,1,23.154548748561258,6.518930184848571,0,3,60.97167088369872,36,0
24,2912,7,0,43.97283079534952,9.783261098042487,0,5,58.47700927575864,317,0
25,8196,2,1,26.701852004070396,1.5030711725900134,2,4,98.65708570047138,28,0
33,7095,15,0,12.143204329960334,7.104101280092016,1,2,29.36398649738985,12,0
20,9050,6,1,37.81010888656747,4.22902886881325,3,5,50.34958748444364,76,1
62,9058,16,0,23.38898513065149,8.211125392861966,3,3,27.0856783512779,105,1
27,6680,18,0,27.820680809968426,5.130848041188191,3,4,44.58727001302513,279,0
67,4260,22,0,15.642950478060643,9.818714961907888,1,4,4.618038174917382,304,1
24,3112,2,1,10.655862208962525,8.388260015263366,3,4,27.44496067615814,183,1
38,9867,26,1,28.522106612084556,2.047515444746044,3,4,10.899238330959395,302,0
54,1475,6,0,1.9160748451176093,1.73998192644035,0,4,78.43554108492276,346,1
48,1325,18,0,22.674543696260574,6.365852848425507,4,2,30.427827927546684,132,0
40,8686,2,0,12.06681409306243,3.759767481369734,1,2,40.45668766862346,341,0
44,4263,17,1,29.917283179196083,5.146287700544666,4,3,29.23955310931365,2,1
39,9039,20,1,47.13360085080647,4.229518870118761,2,4,99.51022481881124,195,1
56,3135,26,1,45.731567227669636,9.022278449147263,2,5,85.31809493214475,328,1
44,5253,16,1,25.379975085012074,1.898815796557562,0,1,99.46934978363407,44,1
66,6035,10,0,25.952594305248176,2.2915101326739675,1,5,97.7304958565515,312,0
21,9135,11,1,3.7998006337492107,3.340424703967119,0,1,25.823177361635285,23,0
41,1281,13,0,15.397591153529644,5.974723605073002,0,5,49.15781182535388,24,0
40,1656,3,0,26.410124918936702,1.068299452642124,3,4,71.66451288384904,354,1
65,3210,11,1,27.10864567039286,2.323790140244453,3,5,49.93562490088446,19,1
36,8468,11,0,22.225305645095602,7.140701947948615,0,1,42.18370851617363,62,0
59,1143,26,0,29.307590807157833,5.459045855544979,0,2,62.51259880301855,16,0
20,4369,19,1,43.5812638469968,9.477050011223348,0,3,96.0517342606978,114,0
44,4933,9,0,35.61963609037726,8.468497981957132,0,2,45.28804063961421,220,0
20,8355,2,0,16.454822584935446,6.861768072071671,3,2,12.771982022796076,297,1
45,3535,4,1,29.398410674394736,5.668897670108423,0,5,8.30010600218771,41,0
34,1649,19,0,14.651062774916497,7.63957510408449,3,3,26.287237662777336,40,0
48,5760,7,1,1.1445977537757481,7.98149135544497,4,3,22.235080281161473,251,1
27,4291,10,0,49.33936512996878,9.6234112358948,2,1,65.88363470632584,204,0
66,8121,14,1,4.792021559783552,8.030120302624713,0,1,77.4967469381508,196,1
39,9364,23,0,17.35739722978011,7.2001900115739055,4,3,35.91778876052618,127,0
47,4021,9,0,48.116398932182975,9.306909398069093,0,1,8.011891959937149,292,1
66,3048,0,0,39.17996686200595,1.0654038881005803,2,3,53.10426798817233,239,0
38,6323,23,1,26.662470832787765,9.83842746731726,0,3,6.867274461779891,253,1
53,2894,10,1,4.902155769680897,5.463908653608858,2,3,90.71048369432917,307,1
40,6320,12,0,47.99541483594087,7.691230719544448,3,2,62.420648044026365,137,1
55,4976,8,0,3.368994419782988,5.174665316117666,3,2,36.86129814130838,100,0
29,1408,3,1,46.407723566445455,9.448336867747024,0,5,36.14969625776885,205,1
42,4375,26,0,1.6833531717667207,8.104260250671242,3,4,87.86896753439602,293,0
37,7887,23,0,29.192977156635795,2.072371286701967,0,5,89.69216865726762,243,0
66,8899,27,0,15.85089474892721,2.4591286858638206,2,1,40.04176805514585,346,0
66,1577,14,1,22.692212887864443,9.53152459382067,2,4,81.17397818842491,169,0
59,9145,24,1,47.62748976918585,5.678457340564192,4,2,74.39559936561228,85,0
24,5177,1,1,29.44237658222773,2.2791664575741404,4,1,26.30683235252871,229,1
46,1602,28,1,47.34443814542744,7.777541054526753,1,2,4.497161095149322,280,0
65,4755,26,1,9.5644270616835,5.299351697583978,2,4,72.7736643882199,250,1
